fact_id,raw_name,metric_core,evidence,nearest_canonical_1,score_1,nearest_canonical_2,score_2,nearest_canonical_3,score_3,unit_compatible,role_compatible,denominator_compatible,block_reasons,why_not_top_candidate,recommended_action,review_status,fact_metric_subject_draft,fact_metric_role_draft,fact_flow_direction_draft,fact_denominator_type_draft,fact_unit_family,top_canonical_metric_subject,top_canonical_metric_role,top_canonical_flow_direction,top_canonical_denominator_type,top_canonical_unit_family,definition_score_1,metric_core_score_1,alias_score_1,definition_drifted_1
nestle_india_p211_1_fact_30,Waste other recovery operations,waste_other_recovery_operations,"(iii) Other recovery operations 37,668",waste_recovered_total,0.712,waste_generated,0.617,plastic_waste_collected,0.605,true,false,true,role_mismatch,Nearest canonical waste_recovered_total is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,waste,recycling,recovery,,weight,waste,recovery,recovery,,weight,0.759,0.596,0.615,false
nestle_india_p211_1_fact_31,Waste other recovery operations,waste_other_recovery_operations,"(iii) Other recovery operations 30,044",waste_recovered_total,0.712,waste_generated,0.617,plastic_waste_collected,0.605,true,false,true,role_mismatch,Nearest canonical waste_recovered_total is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,waste,recycling,recovery,,weight,waste,recovery,recovery,,weight,0.759,0.596,0.615,false
nestle_india_p211_1_fact_6,Bio-medical waste,bio_medical_waste,Bio-medical waste (C) 0,waste_generated,0.548,plastic_waste_collected,0.486,construction_demolition_waste,0.472,true,true,true,,Nearest canonical waste_generated passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,waste,generation,output,,weight,waste,generation,output,,weight,0.475,0.345,0.667,false
nestle_india_p213_1_fact_19,Water discharge into Surface water,water_discharge_surface_water,"Water discharge by destination and level of treatment [in kiloliters] (i) Into Surface water - No treatment - With treatment - please specify level of treatment 403,234 426,193 0 0 0 0",water_discharged_surface_treated,0.821,water_discharged_total,0.665,water_withdrawal,0.600,true,false,true,role_mismatch,Nearest canonical water_discharged_surface_treated is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,water,withdrawal,input,,volume,water,discharge,output,,volume,0.807,0.873,0.818,false
nestle_india_p213_1_fact_20,Water discharge into Surface water,water_discharge_surface_water,"Water discharge by destination and level of treatment [in kiloliters] (i) Into Surface water - No treatment - With treatment - please specify level of treatment 403,234 426,193 0 0 0 0",water_discharged_surface_treated,0.821,water_discharged_total,0.665,water_withdrawal,0.600,true,false,true,role_mismatch,Nearest canonical water_discharged_surface_treated is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,water,withdrawal,input,,volume,water,discharge,output,,volume,0.807,0.873,0.818,false
nestle_india_p213_1_fact_23,Total Scope 3 emissions,scope_3_emissions,"Total Scope 3 emissions [Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric ton of CO2 equivalent Total Scope 3 emissions per rupee of turnover Total Scope 3 emission intensity (optional) – the relevant metric may be selected by the entity Note: Indicate if any independent assessment/ evaluation/assurance has been carried out by an external agency? (Y/N) If yes, name of the external agency. 211",scope_3_emissions,0.985,scope_3_emissions_absolute,0.762,scope_2_emissions,0.755,true,false,false,canonical_untyped;denominator_mismatch,"Nearest canonical scope_3_emissions is not alias-eligible because: canonical_untyped, denominator_mismatch.",standard_mapping_candidate,pending,emissions,generation,output,revenue,weight,,,unknown,,weight,1.000,1.000,0.850,false
nestle_india_p229_1_fact_11,Water discharge sent to third-parties - with treatment,water_discharge_sent_to_third_parties_with_treatment,"Water discharge by destination and level of treatment (in kilolitres) (iv) Sent to third-parties - No treatment 0 0 - With treatment – please specify level of Treatment 123,975 71,757",water_discharged_surface_treated,0.695,water_discharged_total,0.641,water_withdrawal,0.578,true,false,true,fact_untyped,Nearest canonical water_discharged_surface_treated is not alias-eligible because: fact_untyped.,standard_mapping_candidate,pending,water,,unknown,,volume,water,discharge,output,,volume,0.719,0.595,0.727,false
nestle_india_p229_1_fact_12,Water discharge sent to third-parties - with treatment,water_discharge_sent_to_third_parties_with_treatment,"Water discharge by destination and level of treatment (in kilolitres) (iv) Sent to third-parties - No treatment 0 0 - With treatment – please specify level of Treatment 123,975 71,757",water_discharged_surface_treated,0.695,water_discharged_total,0.641,water_withdrawal,0.578,true,false,true,fact_untyped,Nearest canonical water_discharged_surface_treated is not alias-eligible because: fact_untyped.,standard_mapping_candidate,pending,water,,unknown,,volume,water,discharge,output,,volume,0.719,0.595,0.727,false
nestle_india_p229_1_fact_17,Total fuel consumption from renewable sources (B),total_fuel_consumption_from_renewable_sources,"Total fuel consumption (B) 724,991 570,184",renewable_energy_consumption_absolute,0.628,non_renewable_energy_consumption_absolute,0.586,absolute_energy_consumption,0.485,true,true,true,,Nearest canonical renewable_energy_consumption_absolute passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,energy,consumption,consumed,,energy,energy,consumption,consumed,,energy,0.635,0.541,0.756,false
nestle_india_p229_1_fact_18,Total fuel consumption from renewable sources (B),total_fuel_consumption_from_renewable_sources,"Total fuel consumption (B) 724,991 570,184",renewable_energy_consumption_absolute,0.628,non_renewable_energy_consumption_absolute,0.586,absolute_energy_consumption,0.485,true,true,true,,Nearest canonical renewable_energy_consumption_absolute passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,energy,consumption,consumed,,energy,energy,consumption,consumed,,energy,0.635,0.541,0.756,false
nestle_india_p229_1_fact_19,Energy consumption through other sources (C) from renewable sources,energy_consumption_through_other_sources_from_renewable_sources,Energy consumption through other sources (C) 0 0,renewable_energy_consumption_absolute,0.573,non_renewable_energy_consumption_absolute,0.508,absolute_energy_consumption,0.470,true,true,true,,Nearest canonical renewable_energy_consumption_absolute passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,energy,consumption,consumed,,energy,energy,consumption,consumed,,energy,0.597,0.467,0.617,false
nestle_india_p229_1_fact_23,Total electricity consumption from non-renewable sources (D),total_electricity_consumption_from_non_renewable_sources,"Total electricity consumption (D) 0 8,160",non_renewable_energy_consumption_absolute,0.643,renewable_energy_consumption_absolute,0.585,absolute_energy_consumption,0.487,true,true,true,,Nearest canonical non_renewable_energy_consumption_absolute passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,energy,consumption,consumed,,energy,energy,consumption,consumed,,energy,0.653,0.552,0.758,false
nestle_india_p229_1_fact_24,Total electricity consumption from non-renewable sources (D),total_electricity_consumption_from_non_renewable_sources,"Total electricity consumption (D) 0 8,160",non_renewable_energy_consumption_absolute,0.643,renewable_energy_consumption_absolute,0.585,absolute_energy_consumption,0.487,true,true,true,,Nearest canonical non_renewable_energy_consumption_absolute passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,energy,consumption,consumed,,energy,energy,consumption,consumed,,energy,0.653,0.552,0.758,false
nestle_india_p229_1_fact_25,Total fuel consumption from non-renewable sources (E),total_fuel_consumption_from_non_renewable_sources,"Total fuel consumption (E) 3,129,350 2,595,546",non_renewable_energy_consumption_absolute,0.585,renewable_energy_consumption_absolute,0.538,absolute_energy_consumption,0.457,true,true,true,,Nearest canonical non_renewable_energy_consumption_absolute passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,energy,consumption,consumed,,energy,energy,consumption,consumed,,energy,0.611,0.400,0.773,false
nestle_india_p229_1_fact_26,Total fuel consumption from non-renewable sources (E),total_fuel_consumption_from_non_renewable_sources,"Total fuel consumption (E) 3,129,350 2,595,546",non_renewable_energy_consumption_absolute,0.596,renewable_energy_consumption_absolute,0.550,absolute_energy_consumption,0.437,true,true,true,,Nearest canonical non_renewable_energy_consumption_absolute passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,energy,consumption,consumed,,energy,energy,consumption,consumed,,energy,0.627,0.400,0.773,false
nestle_india_p229_1_fact_27,Energy consumption through other sources (F) from non-renewable sources,energy_consumption_through_other_sources_from_non_renewable_sources,Energy consumption through other sources (F) 0 0,non_renewable_energy_consumption_absolute,0.579,renewable_energy_consumption_absolute,0.553,absolute_energy_consumption,0.458,true,true,true,,Nearest canonical non_renewable_energy_consumption_absolute passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,energy,consumption,consumed,,energy,energy,consumption,consumed,,energy,0.617,0.438,0.604,false
nestle_india_p230_1_fact_11,Bio-medical waste,bio_medical_waste,Bio-medical waste (C) 0 0,waste_generated,0.561,plastic_waste_collected,0.488,construction_demolition_waste,0.474,true,true,true,,Nearest canonical waste_generated passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,waste,generation,output,,weight,waste,generation,output,,weight,0.493,0.345,0.667,false
nestle_india_p230_1_fact_15,Battery waste,battery_waste,Battery waste (E) 22 14,waste_generated,0.615,plastic_waste_collected,0.542,e_waste_generated,0.527,true,false,true,role_mismatch,Nearest canonical waste_generated is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,waste,consumption,consumed,,weight,waste,generation,output,,weight,0.545,0.385,0.769,false
nestle_india_p230_1_fact_16,Battery waste,battery_waste,Battery waste (E) 22 14,waste_generated,0.615,plastic_waste_collected,0.542,e_waste_generated,0.527,true,false,true,role_mismatch,Nearest canonical waste_generated is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,waste,consumption,consumed,,weight,waste,generation,output,,weight,0.545,0.385,0.769,false
nestle_india_p230_1_fact_17,Radioactive waste,radioactive_waste,Radioactive waste (F) 0 0,waste_generated,0.578,plastic_waste_collected,0.488,construction_demolition_waste,0.469,true,true,true,,Nearest canonical waste_generated passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,waste,generation,output,,weight,waste,generation,output,,weight,0.529,0.333,0.611,false
nestle_india_p230_1_fact_19,Other Hazardous waste,other_hazardous_waste,"Other Hazardous waste. Please specify, if any. (G) 297 36",waste_generated,0.550,waste_to_landfill,0.467,plastic_waste_collected,0.466,true,true,true,,Nearest canonical waste_generated passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,waste,generation,output,,weight,waste,generation,output,,weight,0.504,0.303,0.562,false
nestle_india_p230_1_fact_20,Other Hazardous waste,other_hazardous_waste,"Other Hazardous waste. Please specify, if any. (G) 297 36",waste_generated,0.550,waste_to_landfill,0.467,plastic_waste_collected,0.466,true,true,true,,Nearest canonical waste_generated passed the semantic gate; alias requires human approval.,standard_mapping_candidate,pending,waste,generation,output,,weight,waste,generation,output,,weight,0.504,0.303,0.562,false
nestle_india_p230_1_fact_31,Recycled waste,waste_recycled,"For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric ton) Category of waste (i) Recycled 37,131 26,631 (ii) Re-used 4,419 2,088 (iii) Other recovery operations 37,668 30,044 Total 79,218 58,763",waste_recovered_total,0.675,plastic_waste_collected,0.672,waste_generated,0.663,true,false,true,role_mismatch,Nearest canonical waste_recovered_total is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,waste,consumption,consumed,,weight,waste,recovery,recovery,,weight,0.695,0.625,0.629,false
nestle_india_p230_1_fact_32,Recycled waste,waste_recycled,"For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric ton) Category of waste (i) Recycled 37,131 26,631 (ii) Re-used 4,419 2,088 (iii) Other recovery operations 37,668 30,044 Total 79,218 58,763",waste_recovered_total,0.675,plastic_waste_collected,0.672,waste_generated,0.663,true,false,true,role_mismatch,Nearest canonical waste_recovered_total is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,waste,consumption,consumed,,weight,waste,recovery,recovery,,weight,0.695,0.625,0.629,false
nestle_india_p230_1_fact_33,Re-used waste,waste_reused,"For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric ton) Category of waste (i) Recycled 37,131 26,631 (ii) Re-used 4,419 2,088 (iii) Other recovery operations 37,668 30,044 Total 79,218 58,763",waste_recovered_total,0.642,waste_generated,0.635,plastic_waste_collected,0.599,true,false,true,role_mismatch,Nearest canonical waste_recovered_total is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,waste,consumption,consumed,,weight,waste,recovery,recovery,,weight,0.660,0.600,0.606,false
nestle_india_p230_1_fact_35,Waste recovered by other recovery operations,waste_other_recovery_operations,"For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric ton) Category of waste (i) Recycled 37,131 26,631 (ii) Re-used 4,419 2,088 (iii) Other recovery operations 37,668 30,044 Total 79,218 58,763",waste_recovered_total,0.729,plastic_waste_collected,0.634,waste_generated,0.623,true,false,true,role_mismatch,Nearest canonical waste_recovered_total is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,waste,consumption,consumed,,weight,waste,recovery,recovery,,weight,0.787,0.596,0.585,false
nestle_india_p230_1_fact_36,Waste recovered by other recovery operations,waste_other_recovery_operations,"For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric ton) Category of waste (i) Recycled 37,131 26,631 (ii) Re-used 4,419 2,088 (iii) Other recovery operations 37,668 30,044 Total 79,218 58,763",waste_recovered_total,0.729,plastic_waste_collected,0.634,waste_generated,0.623,true,false,true,role_mismatch,Nearest canonical waste_recovered_total is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,waste,consumption,consumed,,weight,waste,recovery,recovery,,weight,0.787,0.596,0.585,false
nestle_india_p230_1_fact_37,Waste disposed by incineration with energy recovery,waste_disposed_incineration_energy_recovery,"For each category of waste generated, total waste disposed by nature of disposal method (in metric ton) Category of waste (i) Incineration with energy recovery 0 0",waste_generated,0.544,waste_disposed_total,0.537,waste_recovered_total,0.517,true,true,true,subject_mismatch,Nearest canonical waste_generated is not alias-eligible because: subject_mismatch.,standard_mapping_candidate,pending,energy,generation,output,,weight,waste,generation,output,,weight,0.477,0.453,0.394,false
nestle_india_p230_1_fact_39,Waste disposed by landfilling,waste_disposed_landfilling,"For each category of waste generated, total waste disposed by nature of disposal method (in metric ton) Category of waste (ii) Landfilling 0 0",waste_to_landfill,0.672,waste_disposed_total,0.672,waste_generated,0.529,true,false,true,role_mismatch,Nearest canonical waste_to_landfill is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,waste,generation,output,,weight,waste,disposal,output,,weight,0.654,0.718,0.706,false
nestle_india_p230_1_fact_41,Waste disposed by other disposal operations,waste_disposed_other_disposal_operations,"For each category of waste generated, total waste disposed by nature of disposal method (in metric ton) Category of waste (iii) Other disposal operations 0 0",waste_disposed_total,0.668,waste_recovered_total,0.599,waste_generated,0.591,true,false,true,role_mismatch,Nearest canonical waste_disposed_total is not alias-eligible because: role_mismatch.,standard_mapping_candidate,pending,waste,generation,output,,weight,waste,disposal,output,,weight,0.687,0.630,0.609,false
nestle_india_p230_1_fact_5,Energy intensity in terms of physical Output,energy_intensity_physical_output,Energy intensity in terms of physical Output GJ/ton 6.41 6.59,energy_intensity_physical_output,0.784,energy_intensity,0.626,water_consumption_intensity,0.501,false,false,true,unit_mismatch;role_mismatch,"Nearest canonical energy_intensity_physical_output is not alias-eligible because: unit_mismatch, role_mismatch.",standard_mapping_candidate,pending,energy,consumption,consumed,production,energy,energy,intensity,ratio,production,ratio,0.691,1.000,1.000,false
nestle_india_p230_1_fact_6,Energy intensity in terms of physical Output,energy_intensity_physical_output,Energy intensity in terms of physical Output GJ/ton 6.41 6.59,energy_intensity_physical_output,0.784,energy_intensity,0.626,water_consumption_intensity,0.501,false,false,true,unit_mismatch;role_mismatch,"Nearest canonical energy_intensity_physical_output is not alias-eligible because: unit_mismatch, role_mismatch.",standard_mapping_candidate,pending,energy,consumption,consumed,production,energy,energy,intensity,ratio,production,ratio,0.691,1.000,1.000,false
nestle_india_p230_1_fact_7,Plastic waste,plastic_waste,"Plastic waste (A) 2,489 2,237",plastic_waste_collected,0.782,plastic_waste_generated,0.739,plastic_packaging_consumed,0.630,true,false,true,canonical_untyped,Nearest canonical plastic_waste_collected is not alias-eligible because: canonical_untyped.,standard_mapping_candidate,pending,waste,generation,output,,weight,,,unknown,,weight,0.689,0.727,0.743,false
nestle_india_p230_1_fact_8,Plastic waste,plastic_waste,"Plastic waste (A) 2,489 2,237",plastic_waste_collected,0.782,plastic_waste_generated,0.739,plastic_packaging_consumed,0.630,true,false,true,canonical_untyped,Nearest canonical plastic_waste_collected is not alias-eligible because: canonical_untyped.,standard_mapping_candidate,pending,waste,generation,output,,weight,,,unknown,,weight,0.689,0.727,0.743,false
nestle_india_p237_1_fact_1,emission intensity reduction,emission_intensity,Your Company has scaled up renewable energy projects across all factories resulting in reduction of emission intensity by 55.9% in last six years (vs 2018 baseline).,ghg_emissions_intensity,0.681,scope_3_emissions_intensity,0.652,combined_scope_1_2_emissions_intensity,0.635,true,false,true,subject_mismatch;role_mismatch,"Nearest canonical ghg_emissions_intensity is not alias-eligible because: subject_mismatch, role_mismatch.",standard_mapping_candidate,pending,energy,generation,output,production,percentage,emissions,intensity,ratio,production,percentage,0.608,0.895,0.766,false
nestle_india_p237_1_fact_2,usage of coal,coal_usage,Your Company has also eliminated usage of coal from eight factories.,manufacturing_cluster_count,0.382,scope_3_emissions_categories,0.374,manufacturing_facilities_count,0.371,true,false,true,canonical_untyped;role_mismatch,"Nearest canonical manufacturing_cluster_count is not alias-eligible because: canonical_untyped, role_mismatch.",true_provisional,pending,energy,consumption,consumed,,count,,count,unknown,,count,0.393,0.294,0.483,false
nestle_india_p237_1_fact_4,energy usage reduction per ton of production,energy_usage_per_ton_production,"Over the last 15 years (~2008 - 2024) on an average, for every ton of production, your Company reduced the usage of energy by around 29%",energy_intensity_physical_output,0.633,energy_consumption_per_unit,0.603,energy_intensity,0.581,false,false,true,unit_mismatch;role_mismatch,"Nearest canonical energy_intensity_physical_output is not alias-eligible because: unit_mismatch, role_mismatch.",standard_mapping_candidate,pending,energy,consumption,consumed,production,percentage,energy,intensity,ratio,production,ratio,0.732,0.321,0.563,false
nestle_india_p237_1_fact_6,generation of wastewater reduction per ton of production,wastewater_generation_per_ton_production,"Over the last 15 years (~2008 - 2024) on an average, for every ton of production, your Company reduced the usage of energy by around 29%, water usage by around 46% generation of wastewater by around 60%",waste_intensity_physical_output,0.576,water_consumption_intensity,0.566,water_intensity_physical_output,0.527,false,false,true,unit_mismatch;subject_mismatch;role_mismatch,"Nearest canonical waste_intensity_physical_output is not alias-eligible because: unit_mismatch, subject_mismatch, role_mismatch.",standard_mapping_candidate,pending,water,consumption,consumed,production,percentage,waste,intensity,ratio,production,ratio,0.649,0.375,0.463,false
nestle_india_p237_1_fact_7,specific direct Green House Gas emissions reduction per ton of production,ghg_emissions_per_ton_production,"Over the last 15 years (~2008 - 2024) on an average, for every ton of production, your Company reduced the usage of energy by around 29%, water usage by around 46% generation of wastewater by around 60% and specific direct Green House Gas emissions by 61%.",ghg_emissions_intensity,0.666,combined_scope_1_2_emissions_intensity,0.587,scope_3_emissions_intensity,0.568,true,false,true,subject_mismatch;role_mismatch,"Nearest canonical ghg_emissions_intensity is not alias-eligible because: subject_mismatch, role_mismatch.",standard_mapping_candidate,pending,water,consumption,consumed,production,percentage,emissions,intensity,ratio,production,percentage,0.736,0.571,0.367,false
nestle_india_p237_2_fact_1,Green House Gas emissions,green_house_gas_emissions,by around 60% and specific direct Green House Gas emissions by 61%.,ghg_emissions_intensity,0.652,ghg_emissions_avoided,0.631,scope_1_emissions,0.617,true,false,false,fact_untyped;denominator_mismatch,"Nearest canonical ghg_emissions_intensity is not alias-eligible because: fact_untyped, denominator_mismatch.",standard_mapping_candidate,pending,emissions,,unknown,,percentage,emissions,intensity,ratio,production,percentage,0.695,0.558,0.542,false
nestle_india_p238_1_fact_1,specific energy consumption,specific_energy_consumption,"As a result, during the period under review, the specific energy consumption reduced from 6.59 GJ/ton to 6.36 GJ/ton (reduction of 3.34 %) and specific GHG emission reduced from 325 Kg CO2 eq per ton to 306 Kg CO2 eq per ton (reduction of 5.85 %).",energy_intensity,0.617,absolute_energy_consumption,0.591,water_consumption_intensity,0.587,false,false,false,canonical_untyped;unit_mismatch;denominator_mismatch,"Nearest canonical energy_intensity is not alias-eligible because: canonical_untyped, unit_mismatch, denominator_mismatch.",standard_mapping_candidate,pending,energy,consumption,consumed,production,energy,,,unknown,,ratio,0.674,0.450,0.548,false
nestle_india_p238_1_fact_3,specific GHG emission,specific_ghg_emission,"As a result, during the period under review, the specific energy consumption reduced from 6.59 GJ/ton to 6.36 GJ/ton (reduction of 3.34 %) and specific GHG emission reduced from 325 Kg CO2 eq per ton to 306 Kg CO2 eq per ton (reduction of 5.85 %).",scope_3_emissions_intensity,0.619,combined_scope_1_2_emissions_intensity,0.602,ghg_emissions_avoided,0.574,false,false,false,canonical_untyped;unit_mismatch;denominator_mismatch,"Nearest canonical scope_3_emissions_intensity is not alias-eligible because: canonical_untyped, unit_mismatch, denominator_mismatch.",standard_mapping_candidate,pending,energy,consumption,consumed,production,weight,,,unknown,,ratio,0.648,0.512,0.627,false
nestle_india_p238_1_fact_4,specific GHG emission reduction,specific_ghg_emission,"As a result, during the period under review, the specific energy consumption reduced from 6.59 GJ/ton to 6.36 GJ/ton (reduction of 3.34 %) and specific GHG emission reduced from 325 Kg CO2 eq per ton to 306 Kg CO2 eq per ton (reduction of 5.85 %).",ghg_emissions_intensity,0.656,scope_3_emissions_intensity,0.618,combined_scope_1_2_emissions_intensity,0.601,true,false,true,subject_mismatch;role_mismatch,"Nearest canonical ghg_emissions_intensity is not alias-eligible because: subject_mismatch, role_mismatch.",standard_mapping_candidate,pending,energy,consumption,consumed,production,percentage,emissions,intensity,ratio,production,percentage,0.701,0.550,0.556,false
